SettingsStartDate,EndDateSpecified,SettingsNotes,VCRNum,Channels,TapeDetails,ShowNum,StartTime,EndTime,Channel,Freq,Hours,ShowName,ConcatenatedShows,EndConcatenate
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,1,"2,5,7",T-160 Daily,1,05:00 PM,08:00 PM,2, Daily,3,Local/National News,"CBS AM, KABC Midday News, Women's News, Local/National News",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,1,"2,5,7",T-160 Daily,2,10:00 PM,10:30 PM,5, Daily,0.5,KTLA,"CBS AM, KABC Midday News, Women's News, Local/National News, KTLA",1
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30PM,2,4,T-160 Daily,1,07:00 AM,09:30 AM,4,Daily,2.5,TODAY,TODAY,0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30PM,2,4,T-160 Daily,2,11:00 AM,01:00 PM,4,Daily,2,KNBC Midday/Extra,"TODAY, KNBC Midday/Extra",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30PM,2,4,T-160 Daily,3,04:00 PM,07:00 PM,4,Daily,3,Local/Natl/Tabs,"TODAY, KNBC Midday/Extra, Local/Natl/Tabs",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30PM,2,4,T-160 Daily,4,11:00 PM,11:35 PM,4,Daily,0.5,KNBC/Leno,"TODAY, KNBC Midday/Extra, Local/Natl/Tabs, KNBC/Leno",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30PM,2,4,T-160 Daily,5,04:30 PM,07:00 PM,4,Daily,2.5,(backup),"TODAY, KNBC Midday/Extra, Local/Natl/Tabs, KNBC/Leno, (backup)",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30PM,2,4,T-160 Daily,1,07:00 AM,09:00 AM,4,Daily,2,TODAY,"TODAY, KNBC Midday/Extra, Local/Natl/Tabs, KNBC/Leno, (backup), TODAY",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30PM,2,4,T-160 Daily,2,11:00 AM,12:00 PM,4,Daily,1,KNBC Midday,"TODAY, KNBC Midday/Extra, Local/Natl/Tabs, KNBC/Leno, (backup), TODAY, KNBC Midday",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30PM,2,4,T-160 Daily,3,04:00 PM,08:00 PM,4,Daily,4,Local/Natl News/Extra,"TODAY, KNBC Midday/Extra, Local/Natl/Tabs, KNBC/Leno, (backup), TODAY, KNBC Midday, Local/Natl News/Extra",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30PM,2,4,T-160 Daily,4,11:00 PM,11:35 PM,4,Daily,0.5,KNBC Late News,"TODAY, KNBC Midday/Extra, Local/Natl/Tabs, KNBC/Leno, (backup), TODAY, KNBC Midday, Local/Natl News/Extra, KNBC Late News",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30PM,2,4,T-160 Daily,5,04:30 PM,08:00 PM,4,Daily,3.5,(backup),"TODAY, KNBC Midday/Extra, Local/Natl/Tabs, KNBC/Leno, (backup), TODAY, KNBC Midday, Local/Natl News/Extra, KNBC Late News, (backup)",1
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30PM,3,"7,9,11",T-160 Daily,1,07:00 AM,09:00 AM,7, Daily,2,GMA,GMA,0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30PM,3,"7,9,11",T-160 Daily,2,08:00 PM,09:00 PM,9, Daily,1,KCAL News,"GMA, KCAL News",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30PM,3,"7,9,11",T-160 Daily,3,04:00 PM,07:00 PM,7, Daily,3,Local/Natl News,"GMA, KCAL News, Local/Natl News",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30PM,3,"7,9,11",T-160 Daily,4,10:00 PM,10:30 PM,11, Daily,0.5,KTTV,"GMA, KCAL News, Local/Natl News, KTTV",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30PM,3,"7,9,11",T-160 Daily,5,11:00 PM,12:40 AM,7, Daily,1.5,KABC/Nightline/Pol,"GMA, KCAL News, Local/Natl News, KTTV, KABC/Nightline/Pol",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30PM,3,"7,9,11",T-160 Daily,6,04:30 PM,07:00 PM,7, Daily,2.5,(Backup),"GMA, KCAL News, Local/Natl News, KTTV, KABC/Nightline/Pol, (Backup)",1
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,4,CNN,T-160 Daily,1,12:00 PM,03:00 PM,CNN,Daily,3,Talkback/Financ/Showbiz,Talkback/Financ/Showbiz,0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,4,CNN,T-160 Daily,2,04:30 PM,08:00 PM,CNN,Daily,3.5,Crossfire/World News/LK/Nwss,"Talkback/Financ/Showbiz, Crossfire/World News/LK/Nwss",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,4,CNN,T-160 Daily,3,09:30 AM,11:00 AM,CNN,Daily,1.5,BOP/AM News,"Talkback/Financ/Showbiz, Crossfire/World News/LK/Nwss, BOP/AM News",1
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,5,4,T-160 Weekly-Change Fri,1,05:00 PM,07:00 PM,4,Sat Wkly,2,Local/Natl,Local/Natl,0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,5,4,T-160 Weekly-Change Fri,2,06:00 PM,07:00 PM,4,Sun Wkly,1,Local/Natl,"Local/Natl, Local/Natl",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,5,4,T-160 Weekly-Change Fri,5,08:00 PM,10:00 PM,4,Tue10/2/2000,2,Gore-Bush Debate,"Local/Natl, Local/Natl, Gore-Bush Debate",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,5,4,T-160 Weekly-Change Fri,8,11:35 PM,01:35 AM,4,Daily M-S,10,Leno/OBrien,"Local/Natl, Local/Natl, Gore-Bush Debate, Leno/OBrien",1
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,6,2,T-160 Weekly-Friday,1,05:30 PM,06:30 PM,2,Sat Wkly,1,Natl Local News,Natl Local News,0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,6,2,T-160 Weekly-Friday,2,07:30 AM,08:00 AM,2,Sun Wkly,0.5,FTN,"Natl Local News, FTN",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,6,2,T-160 Weekly-Friday,3,05:30 PM,08:00 PM,2,Sun Wkly,2.5,Local/Natl News,"Natl Local News, FTN, Local/Natl News",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,6,2,T-160 Weekly-Friday,5,09:00 PM,10:00 PM,2,Tues Wkly,1,60 Minutes II,"Natl Local News, FTN, Local/Natl News, 60 Minutes II",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,6,2,T-160 Weekly-Friday,6,08:00 PM,09:00 PM,2,Thur Wkly,1,48 Hrs,"Natl Local News, FTN, Local/Natl News, 60 Minutes II, 48 Hrs",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,6,2,T-160 Weekly-Friday,7,06:00 PM,08:00 PM,7,Tue 10/3,2,Gore Bush Debates,"Natl Local News, FTN, Local/Natl News, 60 Minutes II, 48 Hrs, Gore Bush Debates",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,6,2,T-160 Weekly-Friday,8,06:00 PM,08:00 PM,7,Thur 10/5/2000,2,Lieberman/Ch,"Natl Local News, FTN, Local/Natl News, 60 Minutes II, 48 Hrs, Gore Bush Debates, Lieberman/Ch",1
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,7,7,T-160 Weekly - Friday,1,06:00 PM,07:00 PM,7,Sat Wkly,1,Local/Natl,Local/Natl,0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,7,7,T-160 Weekly - Friday,2,05:00 PM,07:00 PM,7,Sun Wkly,2,Local/Natl News,"Local/Natl, Local/Natl News",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,7,7,T-160 Weekly - Friday,3,11:00 PM,11:00 PM,7,Sun Wkly,0.5,KABC Sun Nite News,"Local/Natl, Local/Natl News, KABC Sun Nite News",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,7,7,T-160 Weekly - Friday,6,10:00 PM,11:00 PM,7,Mon Wkly,1,20/20 DNTN,"Local/Natl, Local/Natl News, KABC Sun Nite News, 20/20 DNTN",0
10/2/2000,10/6/2000,Change all Daily VCR's between 3-3:30 PM,7,7,T-160 Weekly - Friday,8,10:00 PM,11:00 PM,7,Fri Wkly,1,20/20 Fri,"Local/Natl, Local/Natl News, KABC Sun Nite News, 20/20 DNTN, 20/20 Fri",1
10/2/2000,10/6/2000,Change all daily VCR's  between 3-3:30 PM.,8,"4,7,11,28",T-160: Weekly - Change Mon & Fri,1,04:00 PM,05:00 PM,28,Daily,1,Charlie Rose,Charlie Rose,0
10/2/2000,10/6/2000,Change all daily VCR's  between 3-3:30 PM.,8,"4,7,11,28",T-160: Weekly - Change Mon & Fri,2,06:00 PM,07:00 PM,28,Daily,1,Lehrer Rept,"Charlie Rose, Lehrer Rept",0
10/2/2000,10/6/2000,Change all daily VCR's  between 3-3:30 PM.,8,"4,7,11,28",T-160: Weekly - Change Mon & Fri,3,11:00 PM,11:30 PM,11,Sat Wkly,0.5,MAD Magazine,"Charlie Rose, Lehrer Rept, MAD Magazine",0
10/2/2000,10/6/2000,Change all daily VCR's  between 3-3:30 PM.,8,"4,7,11,28",T-160: Weekly - Change Mon & Fri,4,09:00 PM,10:00 PM,11,Sat Wkly,1,Am. Most Wanted,"Charlie Rose, Lehrer Rept, MAD Magazine, Am. Most Wanted",0
10/2/2000,10/6/2000,Change all daily VCR's  between 3-3:30 PM.,8,"4,7,11,28",T-160: Weekly - Change Mon & Fri,5,11:30 PM,01:00 AM,11,Sat Wkly,1.5,SNL,"Charlie Rose, Lehrer Rept, MAD Magazine, Am. Most Wanted, SNL",0
10/2/2000,10/6/2000,Change all daily VCR's  between 3-3:30 PM.,8,"4,7,11,28",T-160: Weekly - Change Mon & Fri,6,07:00 AM,08:00 AM,4,Sun Wkly,1,MTP,"Charlie Rose, Lehrer Rept, MAD Magazine, Am. Most Wanted, SNL, MTP",0
10/2/2000,10/6/2000,Change all daily VCR's  between 3-3:30 PM.,8,"4,7,11,28",T-160: Weekly - Change Mon & Fri,7,08:00 AM,09:00 AM,7,Sun Wkly,1,This Week,"Charlie Rose, Lehrer Rept, MAD Magazine, Am. Most Wanted, SNL, MTP, This Week",0
10/2/2000,10/6/2000,Change all daily VCR's  between 3-3:30 PM.,8,"4,7,11,28",T-160: Weekly - Change Mon & Fri,8,11:00 PM,11:30 PM,4,Sun Wkly,0.5,KNBC Sun Nite News,"Charlie Rose, Lehrer Rept, MAD Magazine, Am. Most Wanted, SNL, MTP, This Week, KNBC Sun Nite News",1
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,1,"2,5,7",T-160 Daily,1,07:00 AM,09:00 AM,2, Daily,2,CBS AM,CBS AM,0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,1,"2,5,7",T-160 Daily,2,12:00 PM,12:30 PM,2, Daily,0.5,Women's News,"CBS AM, Women's News",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,1,"2,5,7",T-160 Daily,3,05:00 PM,08:00 PM,2, Daily,3,Local/National News,"CBS AM, Women's News, Local/National News",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,1,"2,5,7",T-160 Daily,4,11:00 PM,01:35 AM,2,Daily,2.5,KCBS/ Letterman/Kilborn,"CBS AM, Women's News, Local/National News, KCBS/ Letterman/Kilborn",1
10/5/2000,,Change all Daily VCR's between 3-3:30PM,2,4,T-160 Daily,1,07:00 AM,09:00 AM,4,Daily,2,TODAY,TODAY,0
10/5/2000,,Change all Daily VCR's between 3-3:30PM,2,4,T-160 Daily,2,11:00 AM,12:00 PM,4,Daily,1,KNBC Midday,"TODAY, KNBC Midday",0
10/5/2000,,Change all Daily VCR's between 3-3:30PM,2,4,T-160 Daily,3,4:00 PM,08:00 PM,4,Daily,4,Local/Natl News/Extra,"TODAY, KNBC Midday, Local/Natl News/Extra",0
10/5/2000,,Change all Daily VCR's between 3-3:30PM,2,4,T-160 Daily,4,11:00 PM,11:35 PM,4,Daily,0.5,KNBC Late News,"TODAY, KNBC Midday, Local/Natl News/Extra, KNBC Late News",0
10/5/2000,,Change all Daily VCR's between 3-3:30PM,2,4,T-160 Daily,5,04:30 PM,08:00 PM,4,Daily,3.5,(backup),"TODAY, KNBC Midday, Local/Natl News/Extra, KNBC Late News, (backup)",1
10/5/2000,,Change all Daily VCR's between 3-3:30PM,3,"7,9,11",T-160 Daily,1,07:00 AM,09:00 AM,7, Daily,2,GMA,GMA,0
10/5/2000,,Change all Daily VCR's between 3-3:30PM,3,"7,9,11",T-160 Daily,2,11:30 AM,12:00 PM,7, Daily,0.5,KABC Midday News,"GMA, KABC Midday News",0
10/5/2000,,Change all Daily VCR's between 3-3:30PM,3,"7,9,11",T-160 Daily,3,10:00 PM,11:00 PM,11, Daily,0.5,KTTV,"GMA, KABC Midday News, KTTV",0
10/5/2000,,Change all Daily VCR's between 3-3:30PM,3,"7,9,11",T-160 Daily,4,04:00 PM,07:00 PM,7, Daily,3,Local/Natl News,"GMA, KABC Midday News, KTTV, Local/Natl News",0
10/5/2000,,Change all Daily VCR's between 3-3:30PM,3,"7,9,11",T-160 Daily,5,11:00 PM,12:40 AM,7, Daily,1.5,KABC/Nightline/Pol,"GMA, KABC Midday News, KTTV, Local/Natl News, KABC/Nightline/Pol",0
10/5/2000,,Change all Daily VCR's between 3-3:30PM,3,"7,9,11",T-160 Daily,6,04:30 PM,07:00 PM,7, Daily,2.5,(Backup),"GMA, KABC Midday News, KTTV, Local/Natl News, KABC/Nightline/Pol, (Backup)",0
10/5/2000,,Change all Daily VCR's between 3-3:30PM,3,"7,9,11",T-160 Daily,1,07:00 AM,09:00 AM,7, Daily,2,GMA,"GMA, KABC Midday News, KTTV, Local/Natl News, KABC/Nightline/Pol, (Backup), GMA",0
10/5/2000,,Change all Daily VCR's between 3-3:30PM,3,"7,9,11",T-160 Daily,2,11:00 AM,11:30 AM,7, Daily,0.5,KABC Midday News,"GMA, KABC Midday News, KTTV, Local/Natl News, KABC/Nightline/Pol, (Backup), GMA, KABC Midday News",0
10/5/2000,,Change all Daily VCR's between 3-3:30PM,3,"7,9,11",T-160 Daily,3,10:00 PM,11:00 PM,11, Daily,1,KTTV,"GMA, KABC Midday News, KTTV, Local/Natl News, KABC/Nightline/Pol, (Backup), GMA, KABC Midday News, KTTV",0
10/5/2000,,Change all Daily VCR's between 3-3:30PM,3,"7,9,11",T-160 Daily,4,04:00 PM,07:00 PM,7, Daily,3,Local/Natl News,"GMA, KABC Midday News, KTTV, Local/Natl News, KABC/Nightline/Pol, (Backup), GMA, KABC Midday News, KTTV, Local/Natl News",0
10/5/2000,,Change all Daily VCR's between 3-3:30PM,3,"7,9,11",T-160 Daily,5,11:00 PM,12:40 AM,7, Daily,1.5,KABC/Nightline/Pol,"GMA, KABC Midday News, KTTV, Local/Natl News, KABC/Nightline/Pol, (Backup), GMA, KABC Midday News, KTTV, Local/Natl News, KABC/Nightline/Pol",0
10/5/2000,,Change all Daily VCR's between 3-3:30PM,3,"7,9,11",T-160 Daily,6,04:30 PM,07:00 PM,7, Daily,2.5,(Backup),"GMA, KABC Midday News, KTTV, Local/Natl News, KABC/Nightline/Pol, (Backup), GMA, KABC Midday News, KTTV, Local/Natl News, KABC/Nightline/Pol, (Backup)",1
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,4,CNN,T-160 Daily,1,12:00 PM,03:00 PM,CNN,Daily,3,Talkback/Financ/Showbiz,Talkback/Financ/Showbiz,0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,4,CNN,T-160 Daily,2,04:30 PM,08:00 PM,CNN,Daily,3.5,Crossfire/World News/LK/Nwss,"Talkback/Financ/Showbiz, Crossfire/World News/LK/Nwss",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,4,CNN,T-160 Daily,3,09:30 AM,11:00 AM,CNN,Daily,1.5,BOP/AM News,"Talkback/Financ/Showbiz, Crossfire/World News/LK/Nwss, BOP/AM News",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,4,CNN,T-160 Daily,1,12:00 PM,03:00 PM,CNN,Daily,3,Talkback/News/Inside Politics,"Talkback/Financ/Showbiz, Crossfire/World News/LK/Nwss, BOP/AM News, Talkback/News/Inside Politics",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,4,CNN,T-160 Daily,2,04:00 PM,08:00 PM,CNN,Daily,4,News/Crossfire/Wolf/Gre,"Talkback/Financ/Showbiz, Crossfire/World News/LK/Nwss, BOP/AM News, Talkback/News/Inside Politics, News/Crossfire/Wolf/Gre",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,4,CNN,T-160 Daily,3,09:30 AM,10:30 AM,CNN,Daily,1,BOP/AM News,"Talkback/Financ/Showbiz, Crossfire/World News/LK/Nwss, BOP/AM News, Talkback/News/Inside Politics, News/Crossfire/Wolf/Gre, BOP/AM News",1
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,5,"4,7,5,9,28",T-160 Daily,1,04:00 PM,05:30 PM,28,Daily,1.5,Charlie Rose/World News,Charlie Rose/World News,0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,5,"4,7,5,9,28",T-160 Daily,2,06:00 PM,07:00 PM,28,Daily,1,Lehrer Report,"Charlie Rose/World News, Lehrer Report",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,5,"4,7,5,9,28",T-160 Daily,3,11:35 PM,01:35 AM,4,Daily,2,Leno/OBrien,"Charlie Rose/World News, Lehrer Report, Leno/OBrien",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,5,"4,7,5,9,28",T-160 Daily,4,10:00 PM,10:30 PM,5,Daily,0.5,KTLA,"Charlie Rose/World News, Lehrer Report, Leno/OBrien, KTLA",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,5,"4,7,5,9,28",T-160 Daily,5,12:30 AM,01:00 AM,9,Daily,0.5,Natl Enquirer,"Charlie Rose/World News, Lehrer Report, Leno/OBrien, KTLA, Natl Enquirer",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,5,"4,7,5,9,28",T-160 Daily,6,08:00 PM,10:00 PM,9,Daily,2,KCAL News,"Charlie Rose/World News, Lehrer Report, Leno/OBrien, KTLA, Natl Enquirer, KCAL News",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,5,"4,7,5,9,28",T-160 Daily,7,03:00 PM,03:30 PM,9,Daily,0.5,Inside Edition,"Charlie Rose/World News, Lehrer Report, Leno/OBrien, KTLA, Natl Enquirer, KCAL News, Inside Edition",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,5,"4,7,5,9,28",T-160 Daily,1,04:00 PM,05:30 PM,28,Daily,1.5,Charlie Rose/World News,"Charlie Rose/World News, Lehrer Report, Leno/OBrien, KTLA, Natl Enquirer, KCAL News, Inside Edition, Charlie Rose/World News",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,5,"4,7,5,9,28",T-160 Daily,2,06:00 PM,07:30 PM,28,Daily,1.5,Lehrer Report,"Charlie Rose/World News, Lehrer Report, Leno/OBrien, KTLA, Natl Enquirer, KCAL News, Inside Edition, Charlie Rose/World News, Lehrer Report",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,5,"4,7,5,9,28",T-160 Daily,3,11:35 PM,01:35 AM,4,Daily,2,Leno/OBrien,"Charlie Rose/World News, Lehrer Report, Leno/OBrien, KTLA, Natl Enquirer, KCAL News, Inside Edition, Charlie Rose/World News, Lehrer Report, Leno/OBrien",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,5,"4,7,5,9,28",T-160 Daily,4,10:00 PM,11:00 PM,5,Daily,1,KTLA,"Charlie Rose/World News, Lehrer Report, Leno/OBrien, KTLA, Natl Enquirer, KCAL News, Inside Edition, Charlie Rose/World News, Lehrer Report, Leno/OBrien, KTLA",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,5,"4,7,5,9,28",T-160 Daily,5,08:00 PM,10:00 PM,9,Daily,2,KCAL News,"Charlie Rose/World News, Lehrer Report, Leno/OBrien, KTLA, Natl Enquirer, KCAL News, Inside Edition, Charlie Rose/World News, Lehrer Report, Leno/OBrien, KTLA, KCAL News",1
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,6,2,T-160 Weekly-Friday,2,05:30 PM,07:00 PM,2,Sat Wkly,1.5,Natl Local News,Natl Local News,0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,6,2,T-160 Weekly-Friday,3,07:30 AM,08:00 AM,2,Sun Wkly,0.5,FTN,"Natl Local News, FTN",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,6,2,T-160 Weekly-Friday,4,05:00 PM,08:00 PM,2,Sun Wkly,3,Local/Natl News,"Natl Local News, FTN, Local/Natl News",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,6,2,T-160 Weekly-Friday,5,09:00 PM,10:00 PM,2,Tues Wkly,1,60 Minutes II,"Natl Local News, FTN, Local/Natl News, 60 Minutes II",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,6,2,T-160 Weekly-Friday,5,06:00 PM,08:00 PM,2,Tue 10/17/2000,2,CBS Gore/Bush,"Natl Local News, FTN, Local/Natl News, 60 Minutes II, CBS Gore/Bush",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,6,2,T-160 Weekly-Friday,6,08:00 PM,09:00 PM,2,Thur Wkly,1,48 Hrs,"Natl Local News, FTN, Local/Natl News, 60 Minutes II, CBS Gore/Bush, 48 Hrs",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,6,2,T-160 Weekly-Friday,1,09:00 PM,10:00 PM,4,Fri Wkly,1,Dateline NBC,"Natl Local News, FTN, Local/Natl News, 60 Minutes II, CBS Gore/Bush, 48 Hrs, Dateline NBC",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,6,2,T-160 Weekly-Friday,3,05:00 PM,06:30 PM,2,Sat Wkly,1.5,Natl/Local News,"Natl Local News, FTN, Local/Natl News, 60 Minutes II, CBS Gore/Bush, 48 Hrs, Dateline NBC, Natl/Local News",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,6,2,T-160 Weekly-Friday,4,07:30 AM,08:00 AM,2,Sun Wkly,0.5,FTN,"Natl Local News, FTN, Local/Natl News, 60 Minutes II, CBS Gore/Bush, 48 Hrs, Dateline NBC, Natl/Local News, FTN",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,6,2,T-160 Weekly-Friday,5,05:00 PM,08:00 PM,2,Sun Wkly,3,Local/Natl News,"Natl Local News, FTN, Local/Natl News, 60 Minutes II, CBS Gore/Bush, 48 Hrs, Dateline NBC, Natl/Local News, FTN, Local/Natl News",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,6,2,T-160 Weekly-Friday,6,08:00 PM,09:00 PM,2,Wed Wkly,1,60 Minutes II,"Natl Local News, FTN, Local/Natl News, 60 Minutes II, CBS Gore/Bush, 48 Hrs, Dateline NBC, Natl/Local News, FTN, Local/Natl News, 60 Minutes II",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,6,2,T-160 Weekly-Friday,1,09:00 PM,10:00 PM,4,Fri Wkly,1,Dateline NBC,"Natl Local News, FTN, Local/Natl News, 60 Minutes II, CBS Gore/Bush, 48 Hrs, Dateline NBC, Natl/Local News, FTN, Local/Natl News, 60 Minutes II, Dateline NBC",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,6,2,T-160 Weekly-Friday,2,10:00 PM,11:00 PM,2,Fri Wkly,1,48 Hrs,"Natl Local News, FTN, Local/Natl News, 60 Minutes II, CBS Gore/Bush, 48 Hrs, Dateline NBC, Natl/Local News, FTN, Local/Natl News, 60 Minutes II, Dateline NBC, 48 Hrs",1
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,7,7,T-160 Weekly - Friday,1,05:00 PM,06:30 PM,7,Sat Wkly,1.5,Local/Natl,Local/Natl,0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,7,7,T-160 Weekly - Friday,2,08:00 AM,09:00 AM,7,Sun Wkly,1,This Week,"Local/Natl, This Week",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,7,7,T-160 Weekly - Friday,3,05:00 PM,07:00 PM,7,Sun Wkly,2,Local/Natl News,"Local/Natl, This Week, Local/Natl News",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,7,7,T-160 Weekly - Friday,4,11:00 PM,11:30 PM,7,Sun Wkly,0.5,KABC Sun Nite News,"Local/Natl, This Week, Local/Natl News, KABC Sun Nite News",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,7,7,T-160 Weekly - Friday,5,10:00 PM,11:00 PM,7,Thur Wkly,1,Prime Time,"Local/Natl, This Week, Local/Natl News, KABC Sun Nite News, Prime Time",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,7,7,T-160 Weekly - Change Fri,1,05:00 PM,07:00 PM,7,Sun Wkly,2,Local/Natl,"Local/Natl, This Week, Local/Natl News, KABC Sun Nite News, Prime Time, Local/Natl",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,7,7,T-160 Weekly - Change Fri,3,08:00 AM,09:00 AM,7,Sun Wkly,1,This Week,"Local/Natl, This Week, Local/Natl News, KABC Sun Nite News, Prime Time, Local/Natl, This Week",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,7,7,T-160 Weekly - Change Fri,4,05:00 PM,07:00 PM,7,Sun Wkly,2,Local/Natl News,"Local/Natl, This Week, Local/Natl News, KABC Sun Nite News, Prime Time, Local/Natl, This Week, Local/Natl News",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,7,7,T-160 Weekly - Change Fri,5,11:00 PM,11:30 PM,7,Sun Wkly,0.5,KABC Sun Nite News,"Local/Natl, This Week, Local/Natl News, KABC Sun Nite News, Prime Time, Local/Natl, This Week, Local/Natl News, KABC Sun Nite News",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,7,7,T-160 Weekly - Change Fri,6,10:00 PM,11:00 PM,7,Wed Wkly,1,20/20,"Local/Natl, This Week, Local/Natl News, KABC Sun Nite News, Prime Time, Local/Natl, This Week, Local/Natl News, KABC Sun Nite News, 20/20",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,7,7,T-160 Weekly - Change Fri,7,10:00 PM,11:00 PM,7,Thur Wkly,1,Prime Time,"Local/Natl, This Week, Local/Natl News, KABC Sun Nite News, Prime Time, Local/Natl, This Week, Local/Natl News, KABC Sun Nite News, 20/20, Prime Time",0
10/5/2000,,Change all Daily VCR's between 3-3:30 PM,7,7,T-160 Weekly - Change Fri,2,08:00 PM,08:30 PM,11,Sat Wkly,0.5,Cops,"Local/Natl, This Week, Local/Natl News, KABC Sun Nite News, Prime Time, Local/Natl, This Week, Local/Natl News, KABC Sun Nite News, 20/20, Prime Time, Cops",1
10/5/2000,,Change all daily VCR's  between 3-3:30 PM.,8,4,T-160 Weekly - Change Fri,1,05:00 PM,07:00 PM,4,Sat Wkly,2,Local/Natl,Local/Natl,0
